pl_name,stars,moons,disc_year,orbital period,radius,mass,solar radius,solar mass,rotational velocity,distance,gaia magnitude
HD 74156 b,1,0,2003,51.63564,13.5,532.36258,1.51,1.1,4.06,57.603,7.46934
HD 74156 c,1,0,2003,2448.48726,12.5,2753.98315,1.51,1.1,4.06,57.603,7.46934
HD 7449 b,2,0,2011,1270.55195,12.6,2597.9294,0.97,1.2,3.0,38.662,7.34996
HD 74698 b,1,0,2023,15.017,5.12,23.0,1.33,1.04,2.2,52.0648,7.60959
HD 74698 c,1,0,2023,3449.0,14.0,126.0,1.33,1.04,2.2,52.0648,7.60959
HD 75289 b,2,0,1999,3.50927,14.2,155.7367,1.23,1.29,4.37,29.1158,6.21047
HD 75302 b,1,0,2023,4356.0,12.8,1716.2734,0.94,1.06,0.46,30.3288,7.283
HD 75784 b,1,0,2014,341.2,13.8,317.83,3.4,1.26,5.66956591796875,85.4321,7.5599
HD 75784 c,1,0,2018,7900.0,12.8,1792.5612,3.4,1.26,5.66956591796875,85.4321,7.5599
HD 75898 b,1,0,2007,422.9,13.2,861.3193,1.58,1.26,4.54,78.0505,7.89597
HD 76700 b,1,0,2002,3.97097,9.6,66.7443,1.37,0.99,1.35,60.8831,7.97348
HD 76920 b,1,0,2017,415.891,13.1,994.80291,8.33,1.0,2.5,184.031,7.5144
HD 77338 b,1,0,2012,5.7361,4.12,15.9,0.97,1.37,2.33,45.935,8.40992
HD 77946 b,1,0,2024,6.527363,2.896,10.9,1.32,1.2,5.66956591796875,99.451,8.85184
HD 79181 b,1,0,2021,273.1,14.1,203.41018,11.06,1.28,1.84,103.335,5.45292
HD 7924 b,1,0,2008,5.39792,2.4,6.3566,0.78,0.65,1.35,16.9922,6.92516
HD 7924 c,1,0,2015,15.299,2.72,7.86,0.78,0.83,1.35,16.9922,6.92516
HD 7924 d,1,0,2015,24.451,2.42,6.44,0.78,0.83,1.35,16.9922,6.92516
HD 79498 b,2,0,2011,1807.0,13.6,425.8922,1.05,1.08,2.0,48.9489,7.8859
HD 80606 b,2,0,2001,111.4367,11.994,1392.0954,1.04,1.15,1.8,66.4711,8.82008
HD 80653 b,1,0,2020,0.719573,1.613,5.72,1.22,1.18,5.66956591796875,109.86,9.30733
HD 80869 b,1,0,2021,1752.92067,12.8,1609.80088,1.06,1.06,3.7,85.3951,8.33173
HD 80883 b,1,0,2022,6383.78352,12.8,1748.05624,0.81,0.88,5.66956591796875,34.6011,8.3618
HD 80913 b,1,0,2022,10839.83341,12.0,7505.2,1.65,1.11,5.66956591796875,61.3603,7.33567
HD 81040 b,1,0,2005,1005.98854,12.7,2151.06266,0.91,1.03,2.0,34.4341,7.55543
HD 81688 b,1,0,2007,183.93,13.5,525.68819,11.13,1.07,1.21,85.7183,5.12598
HD 81817 b,1,0,2020,1021.20159,12.0,7668.5638,83.8,4.3,4.7,269.126,3.80122
HD 81817 c,1,0,2022,622.97802,12.0,7185.78245,109.46,4.3,4.7,269.126,3.80122
HD 82886 b,1,0,2011,705.0,13.3,740.5439,5.26,2.53,0.43,127.061,7.38096
HD 82943 b,1,0,2003,441.47,13.5,534.25,1.18,1.08,1.7,27.5902,6.38964
HD 82943 c,1,0,2003,220.078,13.4,622.603,1.18,1.08,1.7,27.5902,6.38964
HD 8326 b,1,0,2019,158.991,9.58,66.6,0.78,0.8,4.0,30.6862,8.47487
HD 83443 b,1,0,2002,2.985628,14.1,127.76702,0.94,1.0,1.3,40.8991,8.0265
HD 83443 c,1,0,2022,8241.0,13.6,476.74261,0.94,1.0,1.3,40.8991,8.0265
HD 8535 b,2,0,2010,1313.0,14.0,216.1244,1.19,1.13,1.41,55.4401,7.56066
HD 85390 b,1,0,2009,799.52,6.16,31.46517,0.8,0.76,4.0,33.5225,8.29462
HD 8574 b,1,0,2002,227.0,13.4,645.1949,1.38,1.34,4.5,44.8264,6.98345
HD 86065 b,1,0,2022,25775.78859,12.5,2877.30057,0.78,0.81,5.66956591796875,40.3661,9.06059
HD 86081 b,2,0,2006,2.1378431,13.6,470.3884,1.46,1.21,4.2,103.936,8.58804
HD 86226 b,1,0,2009,1628.0,14.3,143.0235,1.05,1.02,2.4,45.683,7.7713
HD 86226 c,1,0,2020,3.98442,2.16,7.25,1.05,1.02,2.4,45.683,7.7713
HD 86264 b,1,0,2009,1488.79123,12.5,3117.26102,1.88,1.26,12.8,67.8107,7.28372
HD 8673 b,2,0,2009,1644.69097,12.3,4210.59074,1.5,1.28,26.9,37.8619,6.2242
HD 86950 b,1,0,2016,1270.0,13.0,1144.188,8.8,1.66,5.66956591796875,209.839,7.17997
HD 87646 b,3,0,2016,13.481,12.4,3941.092,1.55,1.12,7.5,73.58352,7.9295
HD 87883 b,1,0,2009,3309.22118,12.8,1719.13385,0.8,0.81,2.17,18.2912,7.27194
HD 88072 b,1,0,2022,18538.79293,12.6,2511.7979,1.03,1.04,5.66956591796875,35.9098,7.37665
HD 88133 b,1,0,2004,3.414884,13.8,324.1866,2.2,1.26,2.2,73.6123,7.80979
HD 88986 b,1,0,2023,146.05,2.49,17.2,1.54,1.25,3.3,33.2673,6.30259
HD 89307 b,1,0,2009,2166.0,13.4,642.01338,1.1,1.27,3.21,32.0104,6.86817
HD 89345 b,1,0,2018,11.8143,7.398,34.9613,1.75,1.16,2.6,132.345,9.21702
HD 89744 b,2,0,1999,256.78,12.6,2653.8805,2.13,1.86,9.5,38.6364,5.60551
HD 89839 b,1,0,2023,3441.0,12.9,1592.32032,1.29,1.21,4.2,57.3063,7.51304
HD 90156 b,1,0,2009,49.77,4.43,17.98,0.92,0.84,0.0,21.9496,6.73951
HD 9174 b,1,0,2016,1179.0,13.7,352.7913,1.67,1.03,2.1,81.4893,8.22923
HD 92788 b,1,0,2000,325.803,13.0,1195.0408,1.14,1.15,2.719,34.6538,7.13929
HD 92788 c,1,0,2019,11611.2975,13.0,1166.4361,1.14,1.15,2.719,34.6538,7.13929
HD 93083 b,1,0,2005,143.58,13.4,117.59,0.85,0.7,0.9,28.5159,8.04206
HD 93351 b,1,0,2022,2.45946,1.69,3.49611,0.91,0.94,5.66956591796875,56.163,8.94652
HD 93351 c,1,0,2022,14010.2941,12.3,4154.01728,0.91,0.94,5.66956591796875,56.163,8.94652
HD 93385 b,1,0,2021,7.3426,1.88,4.2,1.18,1.04,5.66956591796875,43.3475,7.33769
HD 93385 c,1,0,2021,13.18,2.56,7.1,1.18,1.04,5.66956591796875,43.3475,7.33769
HD 93385 d,1,0,2021,45.85,2.89,8.7,1.18,1.04,5.66956591796875,43.3475,7.33769
HD 93963 A b,2,0,2022,1.0376109,1.47,2.8,1.03,1.08,5.9,82.3432,9.03376
HD 93963 A c,2,0,2022,3.6451389,3.12,18.4,1.03,1.08,5.9,82.3432,9.03376
HD 9446 b,1,0,2009,30.052,14.0,222.472,1.0,1.0,4.0,50.3503,8.2095
HD 9446 c,1,0,2009,192.9,13.4,578.426,1.0,1.0,4.0,50.3503,8.2095
HD 94771 b,1,0,2023,2164.0,14.2,169.0,1.9,1.2,3.2,57.7807,7.17929
HD 94834 b,1,0,2018,1576.0,13.7,400.4658,4.2,1.11,5.66956591796875,98.1609,7.30241
HD 95086 b,1,0,2013,11.390966800000001,12.9,1589.0,1.49,1.77,17.14,86.2279,7.30915
HD 95089 b,1,0,2009,464.4,13.7,400.4658,5.08,1.54,1.71,136.957,7.66056
HD 95089 c,1,0,2018,1785.0,13.1,1096.5135,5.08,1.54,1.71,136.957,7.66056
HD 95127 b,1,0,2015,482.0,12.4,3378.5329,41.01,3.7,2.6,676.579,7.72111
HD 95338 b,1,0,2020,55.087,3.89,42.44,0.87,0.83,1.23,36.9941,8.38213
HD 95544 b,1,0,2021,2041.54152,12.8,1913.64484,1.09,1.01,3.3,87.8049,8.210671
HD 95735 c,1,0,2021,2946.0,3.76,13.6,0.37,0.39,2.0,5.675773,13.148
HD 95872 b,1,0,2015,4375.0,13.0,1188.6842,0.84,0.7,5.66956591796875,72.2195,9.65278
HD 96063 b,1,0,2011,362.5,13.7,403.6441,4.75,1.37,0.87,140.065,7.96991
HD 96127 b,1,0,2011,647.29999,12.1,6661.7168,51.1,10.94,5.66956591796875,587.659,6.88245
HD 96167 b,2,0,2009,498.04,14.0,227.88411,1.94,1.27,3.8,85.3006,7.92849
HD 96700 b,1,0,2021,8.1245,2.93,8.9,1.16,0.89,1.6,25.4111,6.35547
HD 96700 c,1,0,2021,19.88,1.69,3.5,1.16,0.89,1.6,25.4111,6.35547
HD 96700 d,1,0,2021,103.5,3.61,12.7,1.16,0.89,1.6,25.4111,6.35547
HD 96992 b,1,0,2021,514.0,13.7,362.3262,7.43,0.96,1.9,396.082,8.27377
HD 97037 b,1,0,2022,6449.08337,12.1,6707.76853,1.26,1.06,5.66956591796875,32.413,6.64346
HD 97048 b,1,0,2019,11.390966800000001,13.3,794.575,2.25,2.4,5.66956591796875,183.857,8.33867
HD 97658 b,1,0,2010,9.4897116,2.12,8.3,0.73,0.85,0.5,21.5618,7.5136
HD 98219 b,1,0,2011,433.8,13.4,624.21812,4.6,1.41,0.3,113.704,7.79079
HD 98649 b,1,0,2012,5697.3043,12.6,2665.30902,1.01,1.02,2.218,42.1727,7.82889
HD 98736 b,2,0,2018,968.8,13.3,740.5439,0.93,0.92,5.66956591796875,32.4459,7.75446
HD 99109 b,1,0,2005,439.29999,14.3,139.8452,0.98,0.76,1.86,54.7901,8.86823
HD 99283 b,1,0,2021,310.4,13.8,308.29355,11.21,1.76,1.87,111.093,5.46403
HD 99492 b,2,0,2004,17.0503,5.44,25.5,0.82,0.85,0.41,18.2038,7.26005
HD 99492 c,2,0,2023,95.233,4.42,17.9,0.82,0.85,0.41,18.2038,7.26005
HD 99706 b,1,0,2011,841.0,13.7,390.9309,5.52,1.46,0.89,146.6,7.37747
HD 99706 c,1,0,2018,1278.0,12.8,1808.4527,5.4,1.72,0.89,146.6,7.37747
HIP 105854 b,1,0,2014,184.2,12.6,2606.1,10.31,2.1,5.66956591796875,78.6381,5.28614
HIP 107772 b,1,0,2020,55.199,3.64,12.9,0.51,0.63,5.66956591796875,23.6434,9.93207
HIP 107773 b,1,0,2015,144.3,13.4,629.3034,11.6,2.42,2.0,105.18,5.36073
HIP 109384 b,1,0,2016,499.48,13.5,495.8148,0.83,0.78,2.7,58.9582,9.387981
HIP 109600 b,2,0,2016,232.08,13.2,851.7844,0.97,0.87,2.7,66.3361,9.003861
HIP 113103 b,1,0,2023,7.610303,1.829,4.0,0.74,0.76,3.0,46.2122,9.61752
HIP 113103 c,1,0,2023,14.245648,2.4,6.35,0.74,0.76,3.0,46.2122,9.61752
HIP 114933 b,1,0,2021,1481.6,13.4,616.58711,5.27,1.39,3.3,101.766,6.97658
HIP 116454 b,2,0,2014,9.0949,2.53,10.1,0.72,0.76,2.0,62.4491,9.93208
HIP 12961 b,1,0,2010,57.435,13.2,114.4188,0.65,0.69,5.66956591796875,23.371,9.59893
HIP 14810 b,1,0,2005,6.673892,13.0,1239.537,1.07,1.01,0.54,50.48,8.33307
HIP 14810 c,1,0,2006,147.747,13.6,416.3573,1.07,1.01,0.54,50.48,8.33307
HIP 14810 d,1,0,2009,981.8,14.1,187.5197,1.07,1.01,0.54,50.48,8.33307
HIP 19976 b,1,0,2022,50.65905,4.94,21.61233,0.77,0.67,5.66956591796875,40.2707,9.88841
HIP 21152 b,2,0,2022,22000.0,12.0,7627.88177,1.59,1.4,45.6,43.4073,6.25568
HIP 29442 c,1,0,2023,3.53796,1.58,4.5,0.98,0.89,1.94,68.192,9.27468
HIP 29442 d,1,0,2023,6.42975,1.37,5.1,0.98,0.89,1.94,68.192,9.27468
HIP 34222 b,1,0,2021,159.986,13.9,263.79758,0.62,0.62,5.66956591796875,22.8386,9.57701
HIP 35173 b,1,0,2019,41.516,3.61,12.7,0.77,0.79,5.66956591796875,33.1562,8.70829
HIP 35965 b,1,0,2022,26125.56497,12.6,2589.98369,0.7,0.78,5.66956591796875,50.1677,9.88264
HIP 38594 b,2,0,2020,60.722,2.77,8.1,0.63,0.61,5.66956591796875,17.7886,9.08528
HIP 38594 c,2,0,2020,3477.768,7.94,48.4,0.63,0.61,5.66956591796875,17.7886,9.08528
HIP 39017 b,1,0,2024,31000.0,12.0,7500.75041,1.52,1.52,5.66956591796875,66.3217,6.90458
HIP 41378 b,1,0,2016,15.572098,2.443,6.54,1.34,1.17,7.13,106.289,8.80998
HIP 41378 c,1,0,2016,31.70648,2.56,7.08,1.34,1.17,7.13,106.289,8.80998
HIP 41378 d,1,0,2016,1114.0,3.96,14.9,1.34,1.17,7.13,106.289,8.80998
HIP 41378 e,1,0,2016,131.0,5.51,26.0,1.34,1.17,7.13,106.289,8.80998
HIP 41378 f,1,0,2016,1084.0,10.2,74.0,1.34,1.17,7.13,106.289,8.80998
HIP 4845 b,1,0,2020,34.15,3.89,14.4,0.6,0.62,5.66956591796875,21.0974,9.37826
HIP 48714 b,1,0,2020,17.818,5.11,22.9,0.6,0.58,5.66956591796875,10.5298,8.22861
HIP 5158 b,1,0,2009,345.72,13.6,451.0,0.75,0.78,5.66956591796875,51.6026,9.80235
HIP 5158 c,1,0,2011,9017.76,12.2,4780.1632,0.75,0.78,5.66956591796875,51.6026,9.80235
HIP 54373 b,1,0,2019,7.76,2.87,8.62,0.56,0.57,5.66956591796875,18.7168,9.64076
HIP 54373 c,1,0,2019,15.144,3.57,12.44,0.56,0.57,5.66956591796875,18.7168,9.64076
HIP 54597 b,1,0,2023,3274.0,13.3,762.78818,0.66,0.8,0.5,39.7429,9.4828
HIP 55507 b,1,0,2022,5138.43727,12.6,2585.53409,0.72,0.65,5.66956591796875,25.4893,9.26803
HIP 56640 b,1,0,2021,2675.57603,12.7,2151.69832,4.93,1.75,3.1,122.324,7.64993
HIP 57274 b,1,0,2011,8.1352,2.4,6.3566,0.78,0.29,0.5,25.8618,8.57069
HIP 57274 c,1,0,2011,32.03,14.2,130.0,0.68,0.73,0.5,25.8618,8.57069
HIP 57274 d,1,0,2011,431.7,14.2,167.4,0.68,0.73,0.5,25.8618,8.57069
HIP 5763 b,1,0,2021,30.014,14.2,162.09249,0.75,0.72,5.66956591796875,31.9043,9.39022
HIP 63242 b,1,0,2013,124.6,12.5,2917.56,10.28,1.54,3.7,156.456,6.56453
HIP 65 A b,2,0,2020,0.9809734,22.754,1021.18779,0.72,0.78,2.5,61.7856,10.5895
HIP 65407 b,1,0,2016,28.125,14.3,136.03124,0.95,0.93,2.8,61.7804,9.15101
HIP 65407 c,1,0,2016,67.3,13.9,249.17872,0.95,0.93,2.8,61.7804,9.15101
HIP 65426 b,1,0,2017,11.390966800000001,16.814,2860.47,1.77,1.96,299.0,108.875,6.98273
HIP 65891 b,1,0,2015,1079.55726,12.8,1871.37366,8.93,2.49,2.5,150.292,6.48224
HIP 66074 b,1,0,2023,310.9,12.9,1589.14204,0.69,0.71,1.8,35.4438,9.74727
HIP 67522 b,1,0,2020,6.959503,10.07,72.4,1.38,1.22,54.2,127.28,9.63261
HIP 67537 b,1,0,2017,2523.64713,12.3,4309.11754,8.69,2.32,2.3,116.046,6.17087
HIP 67851 b,1,0,2015,88.87622,13.5,498.35494,5.87,1.9,1.8,64.1181,5.89329
HIP 67851 c,1,0,2015,3923.6609,12.7,2204.77566,5.87,1.9,1.8,64.1181,5.89329
HIP 70849 b,2,0,2009,3649.0,12.9,1430.22783,0.63,0.65,0.3,24.0572,9.69796
HIP 71135 b,1,0,2019,87.19,4.55,18.8,0.68,0.66,5.66956591796875,32.3311,9.95835
HIP 74890 b,1,0,2016,822.3,13.3,762.792,5.77,1.74,2.2,78.6562,6.75234
HIP 75092 b,1,0,2021,926.4,13.5,568.91285,4.53,1.28,3.1,81.6696,6.82953
HIP 77900 b,1,0,2024,11.390966800000001,12.1,6674.39655,0.95,0.94,5.66956591796875,150.862,6.11944
HIP 78530 b,1,0,2010,11.390966800000001,12.0,7300.0,2.11,2.5,144.74,136.759,7.14665
HIP 79098 AB b,2,0,2019,11.390966800000001,12.1,6515.515,0.95,3.75,5.66956591796875,145.798,5.83871
HIP 79431 b,1,0,2009,111.7,13.4,667.415,0.48,0.49,5.66956591796875,14.5324,10.2351
HIP 81208 C b,3,0,2023,104100.0,12.3,4703.86042,0.95,0.14,5.66956591796875,147.533,13.148
HIP 8152 b,1,0,2023,10.751014,2.536,8.9,0.96,0.94,5.66956591796875,101.694,9.90726
HIP 8152 c,1,0,2023,19.60562,2.524,10.7,0.96,0.94,5.66956591796875,101.694,9.90726
HIP 8541 b,2,0,2016,1852.14387,12.6,2451.72833,7.83,2.01,1.3,155.121,7.56075
HIP 86221 b,1,0,2021,2.224,14.0,225.65817,0.95,0.79,5.66956591796875,29.4898,13.148
HIP 90988 b,1,0,2021,455.73816,13.4,668.07531,3.94,1.61,3.5,94.0349,7.46648
HIP 91258 b,1,0,2013,5.0505,13.7,346.4347,0.89,0.97,3.5,45.8846,8.45032
HIP 94235 b,2,0,2022,7.713057,3.0,379.0,1.08,1.09,24.4,58.5146,8.16034
HIP 948 b,1,0,2022,24955.45756,12.1,6547.26518,0.69,0.71,5.66956591796875,34.8523,9.55771
HIP 9618 b,1,0,2023,20.772858,3.828,8.3,0.96,0.94,5.66956591796875,67.5478,9.02543
HIP 9618 c,1,0,2023,52.56363,3.429,7.0,0.96,0.94,5.66956591796875,67.5478,9.02543
HIP 97166 b,1,0,2021,10.288914,2.48,19.1,0.84,0.93,5.66956591796875,65.9501,9.68443
HIP 97166 c,1,0,2021,16.432,2.75,8.0,0.84,0.93,5.66956591796875,65.9501,9.68443
HIP 97233 b,1,0,2014,1062.26506,12.1,6098.17365,5.34,1.81,2.2,102.275,7.07025
HIP 99770 b,1,0,2023,18600.0,12.2,5117.03735,1.94,1.85,65.0,40.0765,4.9147
HN Lib b,1,0,2023,36.116,2.2,5.46,0.3,0.29,2.0,6.24442,9.87882
HN Peg b,1,0,2006,11.390966800000001,11.777,6991.57,1.01,1.08,10.0,18.1186,5.82363
HR 2562 b,1,0,2016,11.390966800000001,12.442,9534.9,1.47,1.3,43.51,34.0071,5.99741
HR 5183 b,2,0,2019,27000.0,13.1,1052.01203,1.53,1.07,3.0,31.4607,6.17464
HR 810 b,1,0,1999,302.79999,13.3,721.4741,1.13,1.34,6.5,17.3181,5.25587
HR 858 b,2,0,2019,3.58599,2.085,5.0,1.31,1.15,8.3,31.964,6.25276
HR 858 c,2,0,2019,5.97293,1.939,4.42,1.31,1.15,8.3,31.964,6.25276
HR 858 d,2,0,2019,11.23,2.164,5.32,1.31,1.15,8.3,31.964,6.25276
HR 8799 b,1,0,2008,170000.0,13.0,2000.0,1.49,1.5,34.79,41.2441,5.90914
HR 8799 c,1,0,2008,69000.0,13.0,3000.0,1.49,1.5,34.79,41.2441,5.90914
HR 8799 d,1,0,2008,37000.0,13.0,3000.0,1.49,1.5,34.79,41.2441,5.90914
HR 8799 e,1,0,2010,20815.6,13.115,3178.3,1.49,1.51,34.79,41.2441,5.90914
HS Psc b,1,0,2024,3.986,13.6,464.02947,0.65,0.69,29.7,37.6604,10.2865
HU Aqr AB b,2,0,2011,2390.0,12.8,1875.197,0.95,0.88,5.66956591796875,192.1980787,16.4718
HU Aqr AB c,2,0,2011,4368.0,12.9,1430.235,0.95,0.88,5.66956591796875,192.1980787,16.4718
IC 4651 9122 b,1,0,2018,734.0,12.7,2002.329,10.27,2.1,5.66956591796875,859.324,10.5336
ITG 15 b,2,0,2024,11.390966800000001,12.1,6674.39655,0.95,0.94,5.66956591796875,136.37,14.9979
K2-10 b,1,0,2015,19.3044,3.84,27.0,0.98,0.92,3.0,272.36,12.2156
K2-100 b,1,0,2016,1.6739035,3.88,21.8,1.24,1.15,14.0,188.959,10.4053
K2-101 b,1,0,2016,14.6762429,2.0,4.66,0.76,0.82,3.9,188.33,12.6619
K2-102 b,1,0,2016,9.915615,1.3,2.24,0.71,0.77,3.0,188.175,12.8466
K2-104 b,1,0,2016,1.9741954,1.79,3.86,0.48,0.51,2.6,189.289,15.3955
K2-105 b,1,0,2017,8.2669928,3.59,30.0,0.97,1.05,1.76,197.989,11.7124
K2-107 b,1,0,2017,3.313959,15.98,266.9772,1.81,1.3,4.6,685.2,12.7669
K2-108 b,1,0,2017,4.733999,5.33,59.4,1.76,1.17,2.0,477.295,12.1704
K2-11 b,1,0,2015,39.93767,7.55,44.4,5.15,1.35,5.66956591796875,329.309,13.1501
K2-110 b,1,0,2017,13.86375,2.592,15.9,0.71,0.74,5.66956591796875,116.474,11.6627
K2-111 b,1,0,2017,5.3518,1.82,5.58,1.25,0.84,1.1,200.394,10.9294
K2-111 c,1,0,2020,15.6805,3.33,11.08,1.25,0.84,1.1,200.394,10.9294
K2-113 b,1,0,2017,5.817685,12.14,410.0007,1.24,1.04,2.06,635.722,13.5039
K2-114 b,1,0,2017,11.3909311,10.447,638.8351,0.82,0.86,5.66956591796875,475.758,14.2751
K2-115 b,1,0,2017,20.272615,12.06,266.9772,0.88,0.95,5.66956591796875,413.591,13.2
K2-116 b,1,0,2017,4.655411,0.69,0.257,0.67,0.69,5.66956591796875,49.3855,10.3281
K2-117 b,1,0,2017,1.2916,2.03,4.78,0.51,0.54,5.66956591796875,101.632,13.8012
K2-117 c,1,0,2017,5.444017,2.06,4.9,0.51,0.54,5.66956591796875,101.632,13.8012
K2-118 b,1,0,2017,50.92092,2.54,6.99,0.73,0.76,5.66956591796875,321.722,13.7484
K2-119 b,1,0,2017,7.727283,2.53,6.94,0.71,0.76,5.66956591796875,365.581,14.5103
K2-12 b,1,0,2015,8.28246,2.44,5.2,1.12,0.97,5.66956591796875,326.381,12.0884
K2-120 b,1,0,2017,9.562742,2.01,4.7,0.67,0.69,5.66956591796875,289.543874,13.9329138
K2-121 b,1,0,2017,5.1857539,7.52,44.1,0.67,0.69,5.66956591796875,169.398,12.9247
K2-122 b,2,0,2017,2.2193023,1.16,1.65,0.59,0.63,5.66956591796875,72.0444,12.3708
K2-123 b,1,0,2017,30.951524,2.76,8.05,0.59,0.62,5.66956591796875,161.555,14.0916
K2-124 b,1,0,2017,6.413651,2.9,8.75,0.39,0.39,5.66956591796875,140.385,15.4618
K2-125 b,1,0,2017,21.750264,2.18,5.39,0.4,0.49,5.66956591796875,124.156,15.1508
K2-126 b,1,0,2017,7.385655,1.97,4.54,0.65,0.69,5.66956591796875,102.953,12.4013
K2-127 b,1,0,2017,3.588163,8.37,52.9,0.66,0.72,5.66956591796875,709.999,14.7871
K2-128 b,1,0,2017,5.675819,1.42,2.6,0.78,0.71,5.66956591796875,114.637,12.2204
K2-129 b,1,0,2017,8.239493,1.04,1.12,0.36,0.36,5.66956591796875,27.7957,12.4624
K2-13 b,1,0,2015,39.91488,1.89,4.23,0.78,0.8,5.66956591796875,342.394,12.739
K2-130 b,1,0,2017,2.49412,1.25,2.1,0.74,0.7,5.66956591796875,118.011,12.3253
K2-131 b,1,0,2017,0.3693038,1.69,7.9,0.76,0.8,4.3,152.509,11.8999
K2-132 b,1,0,2017,9.1751,14.572,155.7367,3.85,1.08,3.36,609.818,11.64
K2-133 b,1,0,2017,3.07133,1.34,2.36,0.46,0.46,5.66956591796875,75.1703,13.3245
K2-133 c,1,0,2017,4.86784,1.603,3.2,0.46,0.46,5.66956591796875,75.1703,13.3245
K2-133 d,1,0,2017,11.02454,2.003,4.67,0.46,0.46,5.66956591796875,75.1703,13.3245
K2-133 e,1,0,2019,26.5841,1.73,3.64,0.46,0.46,5.66956591796875,75.1703,13.3245
K2-136 b,2,0,2017,7.9752,1.014,4.3,0.68,0.74,2.0,59.2474,10.8545
K2-136 c,2,0,2017,17.30713,3.0,18.1,0.68,0.74,2.0,59.2474,10.8545
K2-136 d,2,0,2017,25.575,1.565,3.0,0.68,0.74,2.0,59.2474,10.8545
K2-137 b,1,0,2017,0.179719,0.64,158.915,0.29,0.46,5.66956591796875,98.8765,14.4345
K2-138 b,1,0,2017,2.35309,1.51,3.1,0.86,0.94,2.7,202.585,12.0252
K2-138 c,1,0,2017,3.56004,2.299,6.31,0.86,0.94,2.7,202.585,12.0252
K2-138 d,1,0,2017,5.40479,2.39,7.92,0.86,0.94,2.7,202.585,12.0252
K2-138 e,1,0,2017,8.26146,3.39,12.97,0.86,0.94,2.7,202.585,12.0252
K2-138 f,1,0,2017,12.75758,2.904,1.63,0.86,0.94,2.7,202.585,12.0252
K2-138 g,1,0,2021,41.96797,3.013,4.32,0.86,0.94,2.7,202.585,12.0252
K2-139 b,1,0,2017,28.380619,9.11,123.00021,0.88,0.96,2.8,153.856,11.4626
K2-14 b,1,0,2015,8.36802,4.81,20.7,0.45,0.47,5.66956591796875,364.048,15.5348
K2-140 b,1,0,2017,6.569188,13.563,295.58042,1.06,0.96,3.6,347.917,12.4814
K2-141 b,1,0,2018,0.2803244,1.51,4.97,0.68,0.71,3.0,61.8736,10.7217
K2-141 c,1,0,2018,7.7485,7.0,8.0,0.68,0.71,3.0,61.8736,10.7217
K2-146 b,1,0,2018,2.6446,2.05,5.77,0.33,0.33,2.0,79.3002,14.9834
K2-146 c,1,0,2019,4.00498,2.19,7.49,0.33,0.33,2.0,79.3002,14.9834
K2-147 b,1,0,2018,0.961918,0.73,0.315,0.31,0.58,5.66956591796875,90.5494,13.1913
K2-148 b,2,0,2018,4.38395,1.33,2.33,0.63,0.65,5.66956591796875,124.458,13.0599
K2-148 c,2,0,2018,6.9226,1.73,3.64,0.63,0.65,5.66956591796875,124.458,13.0599
K2-148 d,2,0,2018,9.7579,1.64,3.33,0.63,0.65,5.66956591796875,124.458,13.0599
K2-149 b,1,0,2018,11.332,1.64,3.33,0.57,0.59,5.66956591796875,123.676,13.7795
K2-15 b,1,0,2015,11.8104,2.48,6.71,0.68,0.72,5.66956591796875,493.992,14.4237
K2-150 b,1,0,2018,10.59357,2.0,4.66,0.44,0.46,5.66956591796875,102.483,14.815
K2-151 b,2,0,2018,3.835476,1.49,2.83,0.45,0.47,5.66956591796875,69.4798,13.3119
K2-152 b,1,0,2018,32.6479,2.29,5.86,0.61,0.63,5.66956591796875,108.449,13.0383
K2-153 b,1,0,2018,7.51574,2.0,4.66,0.53,0.55,5.66956591796875,143.125,14.2706
K2-154 b,1,0,2018,3.67626,1.99,4.62,0.63,0.65,5.66956591796875,129.356,13.3173
K2-154 c,1,0,2018,7.95486,2.07,4.94,0.63,0.65,5.66956591796875,129.356,13.3173
K2-155 b,1,0,2018,6.342,1.8,3.89,0.58,0.65,5.66956591796875,72.7998,12.2528
K2-155 c,1,0,2018,13.85,2.6,7.27,0.58,0.65,5.66956591796875,72.7998,12.2528
K2-155 d,1,0,2018,40.718,1.9,4.27,0.58,0.65,5.66956591796875,72.7998,12.2528
K2-156 b,1,0,2018,0.813143,1.1,1.37,0.62,0.66,1.8,150.21,12.9484
K2-157 b,1,0,2018,0.365261,1.0,0.972,0.88,0.94,5.66956591796875,298.373,12.6419
K2-158 b,1,0,2018,10.06049,2.64,7.46,0.95,0.92,5.66956591796875,197.299,11.6134
K2-158 c,1,0,2018,5.90279,1.28,2.18,0.95,0.92,5.66956591796875,197.299,11.6134
K2-159 b,1,0,2018,12.42205,2.26,5.73,0.83,0.9,5.66956591796875,170.998,11.6397
K2-16 b,1,0,2015,7.6188,2.02,4.74,0.66,0.68,2.0,334.967,14.3234
K2-16 c,1,0,2015,19.07863,2.54,6.99,0.66,0.68,2.0,334.967,14.3234
K2-160 b,1,0,2018,3.705871,3.178,10.2,0.91,0.98,5.66956591796875,315.363,12.542
K2-161 b,1,0,2018,9.283188,6.117,31.1,2.57,0.99,5.66956591796875,916.319,12.3574
K2-162 b,1,0,2018,9.45889,1.44,2.67,0.69,0.75,5.66956591796875,124.433,11.9662
