pl_name,stars,moons,disc_year,orbital period,radius,mass,solar radius,solar mass,rotational velocity,distance,gaia magnitude
Kepler-318 b,1,0,2014,4.662715,4.71,19.9,1.19,1.02,5.66956591796875,489.141,13.281
Kepler-318 c,1,0,2014,11.815007,3.68,13.1,1.19,1.02,5.66956591796875,489.141,13.281
Kepler-319 b,1,0,2014,4.362705,1.63,3.29,0.9,0.96,5.66956591796875,503.436,13.7908
Kepler-319 c,1,0,2014,6.941357,2.63,7.41,0.9,0.96,5.66956591796875,503.436,13.7908
Kepler-319 d,1,0,2014,31.781925,2.29,5.86,0.9,0.96,5.66956591796875,503.436,13.7908
Kepler-32 b,1,0,2011,5.90124,2.2,1303.0,0.53,0.58,5.66956591796875,323.847,15.8123
Kepler-32 c,1,0,2011,8.7522,2.0,158.9,0.53,0.58,5.66956591796875,323.847,15.8123
Kepler-32 d,1,0,2012,22.7802,2.7,7.75,0.53,0.58,5.66956591796875,323.847,15.8123
Kepler-32 e,1,0,2012,2.896,1.5,2.86,0.53,0.58,5.66956591796875,323.847,15.8123
Kepler-32 f,1,0,2012,0.74296,0.82,0.477,0.53,0.58,5.66956591796875,323.847,15.8123
Kepler-320 b,1,0,2014,8.371554,1.14,1.55,1.11,1.33,5.66956591796875,826.613,13.4337
Kepler-320 c,1,0,2014,17.934937,1.37,2.45,1.11,1.33,5.66956591796875,826.613,13.4337
Kepler-321 b,1,0,2014,4.915379,1.77,3.78,1.19,1.03,5.66956591796875,384.542,12.7549
Kepler-321 c,1,0,2014,13.093921,2.32,5.99,1.19,1.03,5.66956591796875,384.542,12.7549
Kepler-322 b,1,0,2014,1.653888,1.01,1.01,0.89,0.92,6.3,400.48,13.5033
Kepler-322 c,1,0,2014,4.337234,1.67,3.43,0.89,0.92,6.3,400.48,13.5033
Kepler-323 b,1,0,2014,1.678328,1.381,3.9,1.12,1.02,5.66956591796875,454.883,12.658
Kepler-323 c,1,0,2014,3.5538229,1.57,6.8,1.12,1.02,5.66956591796875,454.883,12.658
Kepler-324 b,1,0,2014,4.385315,1.14,1.55,0.84,0.87,5.66956591796875,501.574,14.0909
Kepler-324 c,1,0,2014,51.805612,3.15,10.1,0.84,0.87,5.66956591796875,501.574,14.0909
Kepler-324 e,1,0,2021,13.97939968,2.039,4.81,0.83,0.84,5.66956591796875,501.574,14.0909
Kepler-325 b,1,0,2014,4.544439,2.91,8.8,1.0,0.92,5.66956591796875,823.242,15.0053
Kepler-325 c,1,0,2014,12.762172,2.54,6.99,1.0,0.92,5.66956591796875,823.242,15.0053
Kepler-325 d,1,0,2014,38.715185,2.79,8.2,1.0,0.92,5.66956591796875,823.242,15.0053
Kepler-326 b,1,0,2014,2.248329,1.52,44.6,0.8,0.85,5.66956591796875,487.675,13.6788
Kepler-326 c,1,0,2014,4.580358,1.4,17.4,0.8,0.85,5.66956591796875,487.675,13.6788
Kepler-326 d,1,0,2014,6.766888,1.21,6.9,0.8,0.85,5.66956591796875,487.675,13.6788
Kepler-327 b,1,0,2014,2.549575,1.11,1.41,0.49,0.59,5.66956591796875,241.987,14.9804
Kepler-327 c,1,0,2014,5.212333,1.03,20.3,0.49,0.59,5.66956591796875,241.987,14.9804
Kepler-327 d,1,0,2014,13.969457,1.73,3.64,0.49,0.59,5.66956591796875,241.987,14.9804
Kepler-328 b,1,0,2013,34.921,2.3,28.5,1.06,1.15,5.66956591796875,2213.19,15.6036
Kepler-328 c,1,0,2013,71.312,5.4,39.4,1.06,1.15,5.66956591796875,2213.19,15.6036
Kepler-329 b,1,0,2014,7.416397,1.4,2.54,0.52,0.6,5.66956591796875,439.719,15.4312
Kepler-329 c,1,0,2014,18.684737,1.93,4.38,0.52,0.6,5.66956591796875,439.719,15.4312
Kepler-33 b,1,0,2011,5.66793,1.74,3.68,1.82,1.29,3.4,1209.16,13.9513
Kepler-33 c,1,0,2011,13.17562,3.2,0.39,1.82,1.29,3.4,1209.16,13.9513
Kepler-33 d,1,0,2011,21.77596,5.35,3.91,1.82,1.29,3.4,1209.16,13.9513
Kepler-33 e,1,0,2011,31.7844,4.02,5.57,1.82,1.29,3.4,1209.16,13.9513
Kepler-33 f,1,0,2011,41.02902,4.46,9.6,1.82,1.29,3.4,1209.16,13.9513
Kepler-330 b,1,0,2014,8.25978,1.35,2.39,0.72,0.79,5.66956591796875,717.527,15.2634
Kepler-330 c,1,0,2014,15.955387,1.95,4.46,0.72,0.79,5.66956591796875,717.527,15.2634
Kepler-331 b,1,0,2014,8.457496,1.82,3.97,0.49,0.65,5.66956591796875,580.119,15.8359
Kepler-331 c,1,0,2014,17.28111,1.84,4.04,0.49,0.65,5.66956591796875,580.119,15.8359
Kepler-331 d,1,0,2014,32.134328,1.64,3.33,0.49,0.65,5.66956591796875,580.119,15.8359
Kepler-332 b,1,0,2014,7.626324,1.17,1.71,0.72,0.8,5.66956591796875,344.19,14.0025
Kepler-332 c,1,0,2014,15.995622,1.09,1.32,0.72,0.8,5.66956591796875,344.19,14.0025
Kepler-332 d,1,0,2014,34.21154,1.18,1.76,0.72,0.8,5.66956591796875,344.19,14.0025
Kepler-333 b,2,0,2014,12.551158,1.32,28.2,0.53,0.6,5.66956591796875,324.413,14.7212
Kepler-333 c,2,0,2014,24.08821,1.11,1.41,0.53,0.6,5.66956591796875,324.413,14.7212
Kepler-334 b,1,0,2014,5.470319,1.12,1.46,1.07,1.02,5.66956591796875,426.59,12.73
Kepler-334 c,1,0,2014,12.758005,1.43,2.63,1.07,1.02,5.66956591796875,426.59,12.73
Kepler-334 d,1,0,2014,25.09849,1.41,2.57,1.07,1.02,5.66956591796875,426.59,12.73
Kepler-335 b,1,0,2014,6.562331,3.39,11.4,1.85,1.03,5.66956591796875,1278.97,13.9603
Kepler-335 c,1,0,2014,67.844469,3.07,9.64,1.85,1.02,5.66956591796875,1278.97,13.9603
Kepler-336 b,1,0,2014,2.024823,1.02,1.04,1.3,1.09,5.66956591796875,768.86,13.5839
Kepler-336 c,1,0,2014,9.600001,2.1,5.06,1.3,1.09,5.66956591796875,768.86,13.5839
Kepler-336 d,1,0,2014,20.678772,2.37,6.21,1.3,1.09,5.66956591796875,768.86,13.5839
Kepler-337 b,1,0,2014,3.292781,1.54,2.99,1.76,1.05,5.66956591796875,677.975,12.7075
Kepler-337 c,1,0,2014,9.693201,2.05,4.86,1.76,1.05,5.66956591796875,677.975,12.7075
Kepler-338 b,1,0,2014,13.726976,2.44,30.6,1.74,1.1,5.66956591796875,552.798,12.0828
Kepler-338 c,1,0,2014,24.310856,2.34,6.08,1.74,1.1,5.66956591796875,552.798,12.0828
Kepler-338 d,1,0,2014,44.431014,3.0,9.27,1.74,1.1,5.66956591796875,552.798,12.0828
Kepler-338 e,1,0,2014,9.341,1.56,8.5,1.74,1.14,5.66956591796875,552.798,12.0828
Kepler-339 b,1,0,2014,4.977656,1.42,2.6,0.8,0.93,5.66956591796875,616.637,14.5134
Kepler-339 c,1,0,2014,6.988055,1.15,7.3,0.8,0.93,5.66956591796875,616.637,14.5134
Kepler-339 d,1,0,2014,10.558345,1.17,14.7,0.8,0.93,5.66956591796875,616.637,14.5134
Kepler-34 b,2,0,2011,288.822,8.564,69.92,1.16,1.05,5.0,1800.82,14.8297
Kepler-340 b,1,0,2014,14.844387,2.53,6.94,1.85,1.65,5.66956591796875,808.762,12.3031
Kepler-340 c,1,0,2014,22.824669,3.37,11.3,1.85,1.65,5.66956591796875,808.762,12.3031
Kepler-341 b,1,0,2014,5.195528,1.18,1.76,1.02,1.0,5.66956591796875,1047.03,14.5672
Kepler-341 c,1,0,2014,8.01041,1.7,3.53,1.02,1.0,5.66956591796875,1047.03,14.5672
Kepler-341 d,1,0,2014,27.666313,1.85,4.08,1.02,1.0,5.66956591796875,1047.03,14.5672
Kepler-341 e,1,0,2014,42.473269,1.99,4.62,1.02,1.0,5.66956591796875,1047.03,14.5672
Kepler-342 b,1,0,2014,15.170318,2.25,5.69,1.47,1.26,5.66956591796875,781.611,13.0992
Kepler-342 c,1,0,2014,26.234138,1.96,4.5,1.47,1.26,5.66956591796875,781.611,13.0992
Kepler-342 d,1,0,2014,39.459357,2.49,6.76,1.47,1.26,5.66956591796875,781.611,13.0992
Kepler-342 e,1,0,2016,1.64422461,0.88,0.615,1.34,1.26,5.66956591796875,781.611,13.0992
Kepler-343 b,1,0,2014,8.96855,2.41,6.39,1.43,1.08,5.66956591796875,927.193,14.1102
Kepler-343 c,1,0,2014,23.22182,2.02,4.74,1.43,1.08,5.66956591796875,927.193,14.1102
Kepler-344 b,1,0,2014,21.963945,2.61,7.32,0.98,0.93,5.66956591796875,1002.94,15.3025
Kepler-344 c,1,0,2014,125.596809,2.95,9.01,0.98,0.93,5.66956591796875,1002.94,15.3025
Kepler-345 b,1,0,2014,7.415563,0.74,0.5,0.62,0.61,5.66956591796875,260.0,14.0341
Kepler-345 c,1,0,2014,9.387427,1.2,2.2,0.62,0.61,5.66956591796875,260.0,14.0341
Kepler-346 b,1,0,2014,6.511127,2.66,7.56,1.02,0.95,5.66956591796875,984.105,15.1549
Kepler-346 c,1,0,2014,23.851549,3.07,9.64,1.02,0.95,5.66956591796875,984.105,15.1549
Kepler-347 b,1,0,2014,12.79836,1.97,4.54,1.01,1.05,5.66956591796875,1298.88,14.4892
Kepler-347 c,1,0,2014,27.320871,1.75,3.71,1.01,1.05,5.66956591796875,1298.88,14.4892
Kepler-347 d,1,0,2023,85.517344,3.04,9.48,1.45,1.0,5.66956591796875,1298.88,14.4892
Kepler-348 b,1,0,2014,7.05677,1.52,2.92,1.36,1.27,5.66956591796875,570.783,12.5881
Kepler-348 c,1,0,2014,17.265427,1.33,2.33,1.36,1.27,5.66956591796875,570.783,12.5881
Kepler-349 b,1,0,2014,5.929778,1.9,94.5,0.93,1.02,5.66956591796875,940.724,14.7211
Kepler-349 c,1,0,2014,12.247629,1.96,4.5,0.93,1.02,5.66956591796875,940.724,14.7211
Kepler-35 b,2,0,2011,131.458,8.16,40.363,1.03,0.89,5.0,1819.17,15.7352
Kepler-350 b,1,0,2014,11.189562,1.85,4.08,1.53,1.19,5.66956591796875,956.859,13.7606
Kepler-350 c,1,0,2013,17.849,3.1,6.1,1.25,1.0,5.66956591796875,956.859,13.7606
Kepler-350 d,1,0,2013,26.136,2.8,14.9,1.25,1.0,5.66956591796875,956.859,13.7606
Kepler-351 b,1,0,2014,37.054919,3.06,4.8,0.85,0.81,5.66956591796875,1083.91,15.9665
Kepler-351 c,1,0,2014,57.24809,3.19,11.1,0.85,0.81,5.66956591796875,1083.91,15.9665
Kepler-351 d,1,0,2016,142.544247,2.72,7.85,0.78,0.81,5.66956591796875,1083.91,15.9665
Kepler-352 b,1,0,2014,10.05537,0.86,0.566,0.78,0.83,5.66956591796875,252.733,12.9561
Kepler-352 c,1,0,2014,16.332995,1.24,2.07,0.78,0.83,5.66956591796875,252.733,12.9561
Kepler-352 d,1,0,2021,6.88727999,0.806,0.449,0.77,0.8,5.66956591796875,252.733,12.9561
Kepler-353 b,2,0,2014,5.795278,0.89,0.64,0.5,0.55,5.66956591796875,384.694,15.7248
Kepler-353 c,2,0,2014,8.410894,1.38,2.48,0.5,0.55,5.66956591796875,384.694,15.7248
Kepler-354 b,1,0,2014,5.47666,1.84,4.04,0.67,0.65,5.66956591796875,554.064,15.5561
Kepler-354 c,1,0,2014,16.934402,1.31,2.27,0.67,0.73,5.66956591796875,554.064,15.5561
Kepler-354 d,1,0,2014,24.209842,1.24,2.07,0.67,0.65,5.66956591796875,554.064,15.5561
Kepler-355 b,1,0,2014,11.03189,1.46,2.73,1.07,0.99,5.66956591796875,1432.17,15.0663
Kepler-355 c,1,0,2014,25.762294,2.71,7.8,1.07,0.99,5.66956591796875,1432.17,15.0663
Kepler-356 b,1,0,2014,4.612696,1.57,3.09,1.33,1.17,5.66956591796875,707.559,12.9654
Kepler-356 c,1,0,2014,13.121632,1.81,3.93,1.33,1.17,5.66956591796875,707.559,12.9654
Kepler-357 b,1,0,2014,6.475434,1.84,4.04,0.83,0.79,5.66956591796875,688.573,15.5215
Kepler-357 c,1,0,2014,16.85837,2.67,7.61,0.83,0.79,5.66956591796875,688.573,15.5215
Kepler-357 d,1,0,2014,49.499875,3.43,11.6,0.83,0.79,5.66956591796875,688.573,15.5215
Kepler-358 b,1,0,2014,34.060467,2.72,7.85,0.95,0.94,5.66956591796875,1101.1,15.3559
Kepler-358 c,1,0,2014,83.488369,2.85,8.5,0.95,0.94,5.66956591796875,1101.1,15.3559
Kepler-359 b,1,0,2014,25.563222,3.53,12.2,1.09,1.14,5.66956591796875,1443.21,15.8814
Kepler-359 c,1,0,2014,57.68802,4.3,2.9,1.09,1.14,5.66956591796875,1443.21,15.8814
Kepler-359 d,1,0,2014,77.095691,4.01,2.7,1.09,1.14,5.66956591796875,1443.21,15.8814
Kepler-36 b,1,0,2012,13.86825,1.498,3.83,1.63,1.03,4.9,527.956,12.0767
Kepler-36 c,1,0,2012,16.21865,3.679,7.13,1.63,1.03,4.9,527.956,12.0767
Kepler-360 b,1,0,2014,3.289672,1.65,3.36,1.06,0.95,5.66956591796875,876.044,14.8128
Kepler-360 c,1,0,2014,7.186434,2.1,5.06,1.06,0.95,5.66956591796875,876.044,14.8128
Kepler-361 b,1,0,2014,8.486616,1.45,2.7,1.34,1.17,5.66956591796875,930.32,13.5447
Kepler-361 c,1,0,2014,55.188023,2.52,6.9,1.34,1.17,5.66956591796875,930.32,13.5447
Kepler-362 b,1,0,2014,10.327186,0.88,0.615,0.72,1.02,5.66956591796875,1090.51,14.4863
Kepler-362 c,1,0,2014,37.866281,1.45,2.7,0.72,1.02,5.66956591796875,1090.51,14.4863
Kepler-363 b,1,0,2014,3.614568,1.16,1.65,1.49,1.1,5.66956591796875,762.596,13.316
Kepler-363 c,1,0,2014,7.542427,1.69,66.4,1.49,1.1,5.66956591796875,762.596,13.316
Kepler-363 d,1,0,2014,11.932125,2.05,4.86,1.49,1.1,5.66956591796875,762.596,13.316
Kepler-364 b,1,0,2014,25.745718,1.55,3.02,1.28,1.19,5.66956591796875,891.462,13.6134
Kepler-364 c,1,0,2014,59.980627,2.15,5.27,1.28,1.19,5.66956591796875,891.462,13.6134
Kepler-365 b,1,0,2014,10.664903,2.04,4.82,1.05,1.02,5.66956591796875,1038.99,13.148
Kepler-365 c,1,0,2014,17.784129,1.64,3.33,1.05,1.02,5.66956591796875,1038.99,13.148
Kepler-366 b,1,0,2014,3.281959,1.46,2.73,1.05,1.06,5.66956591796875,1856.28,14.7901
Kepler-366 c,1,0,2014,12.51616,1.79,3.86,1.05,1.06,5.66956591796875,1856.28,14.7901
Kepler-367 b,1,0,2014,37.815724,1.3,2.24,0.69,0.68,5.66956591796875,188.027,12.8482
Kepler-367 c,1,0,2014,53.578637,1.2,1.87,0.69,0.68,5.66956591796875,188.027,12.8482
Kepler-368 b,1,0,2014,26.84768,3.26,10.7,2.02,0.97,5.66956591796875,770.978,12.838
Kepler-368 c,1,0,2014,72.379334,3.88,14.3,2.02,0.97,5.66956591796875,770.978,12.838
Kepler-369 b,1,0,2014,2.732756,1.13,1.51,0.47,0.5,5.66956591796875,214.0,15.6683
Kepler-369 c,1,0,2014,14.871572,1.41,2.57,0.47,0.5,5.66956591796875,214.0,15.6683
Kepler-37 b,1,0,2013,13.36702,0.31,0.79,0.79,0.79,1.1,63.9207,9.54988
Kepler-37 c,1,0,2013,21.301848,0.755,1.3,0.79,0.79,1.1,63.9207,9.54988
Kepler-37 d,1,0,2013,39.7922622,2.03,2.0,0.79,0.79,1.1,63.9207,9.54988
Kepler-37 e,1,0,2014,51.196,0.37,8.1,0.77,0.8,1.1,63.9207,9.54988
Kepler-370 b,1,0,2014,4.57953,1.59,3.15,0.9,0.98,5.66956591796875,1167.94,15.1595
Kepler-370 c,1,0,2014,19.02293,1.91,4.31,0.9,0.98,5.66956591796875,1167.94,15.1595
Kepler-371 b,1,0,2014,34.763278,1.89,4.23,0.99,0.93,5.66956591796875,813.192,13.7984
Kepler-371 c,1,0,2014,67.968015,1.78,3.82,0.99,0.93,5.66956591796875,813.192,13.7984
Kepler-372 b,1,0,2014,6.849692,1.36,2.42,1.14,1.15,5.66956591796875,1493.95,14.8342
Kepler-372 c,1,0,2014,20.053763,2.09,5.02,1.14,1.2,5.66956591796875,1493.95,14.8342
Kepler-372 d,1,0,2014,30.092568,1.69,3.5,1.14,1.15,5.66956591796875,1493.95,14.8342
Kepler-373 b,1,0,2014,5.535309,1.36,2.42,0.84,0.93,5.66956591796875,1090.45,14.4856
Kepler-373 c,1,0,2014,16.725948,1.24,2.07,0.84,0.93,5.66956591796875,1090.45,14.4856
Kepler-374 b,1,0,2014,1.897806,1.03,1.08,0.91,1.04,5.66956591796875,1265.61,14.6608
Kepler-374 c,1,0,2014,3.282807,1.1,1.37,0.91,1.04,5.66956591796875,1265.61,14.6608
Kepler-374 d,1,0,2014,5.028219,1.31,2.27,0.91,1.04,5.66956591796875,1265.61,14.6608
Kepler-375 b,1,0,2014,12.125934,1.45,2.7,0.84,0.92,5.66956591796875,1238.81,15.6771
Kepler-375 c,1,0,2014,19.986326,2.65,7.51,0.84,0.92,5.66956591796875,1238.81,15.6771
Kepler-376 b,1,0,2014,4.920199,1.07,1.24,1.18,1.06,5.66956591796875,923.067,13.734
Kepler-376 c,1,0,2014,14.172327,1.79,3.86,1.18,1.06,5.66956591796875,923.067,13.734
Kepler-377 b,1,0,2014,12.509529,1.39,2.51,1.22,1.07,5.66956591796875,823.804,13.8315
Kepler-377 c,1,0,2014,27.014976,2.06,4.9,1.22,1.07,5.66956591796875,823.804,13.8315
Kepler-378 b,1,0,2014,16.092361,0.75,0.347,0.67,0.78,5.66956591796875,152.094,12.4551
Kepler-378 c,1,0,2014,28.906009,0.7,0.271,0.67,0.78,5.66956591796875,152.094,12.4551
Kepler-379 b,1,0,2014,20.09838,1.66,3.39,1.31,1.15,5.66956591796875,731.274,13.3686
Kepler-379 c,1,0,2014,62.784697,2.29,5.86,1.31,1.15,5.66956591796875,731.274,13.3686
Kepler-38 b,2,0,2012,105.599,4.3,122.0,1.75,0.94,2.4,1174.59,13.9066
Kepler-380 b,1,0,2014,3.930821,1.19,1.81,1.22,1.08,5.66956591796875,813.713,13.6113
Kepler-380 c,1,0,2014,7.630004,1.27,2.15,1.22,1.08,5.66956591796875,813.713,13.6113
Kepler-381 b,1,0,2014,5.629021,0.99,0.937,1.57,1.2,5.66956591796875,267.323,10.5459
Kepler-381 c,1,0,2014,13.391635,1.12,1.46,1.57,1.2,5.66956591796875,267.323,10.5459
Kepler-381 d,1,0,2021,8.25629997,1.067,1.23,2.19,1.2,5.66956591796875,267.323,10.5459
Kepler-382 b,1,0,2014,5.262155,1.32,2.3,0.94,0.88,5.66956591796875,935.446,14.6662
Kepler-382 c,1,0,2014,12.162701,1.59,3.15,0.94,0.88,5.66956591796875,935.446,14.6662
Kepler-383 b,1,0,2014,12.904532,1.32,2.3,0.67,0.67,5.66956591796875,470.0,15.0655
Kepler-383 c,1,0,2014,31.200751,1.24,2.07,0.67,0.67,5.66956591796875,470.0,15.0655
Kepler-384 b,1,0,2014,22.597053,1.12,1.46,0.88,0.97,5.66956591796875,895.678,13.5538
Kepler-384 c,1,0,2014,45.348269,1.13,1.51,0.88,0.97,5.66956591796875,895.678,13.5538
Kepler-385 b,1,0,2014,10.043686,2.73,12.8,1.13,1.12,5.66956591796875,1432.61,15.192
Kepler-385 c,1,0,2014,15.163161,3.04,13.2,1.13,1.12,5.66956591796875,1432.61,15.192
Kepler-385 d,1,0,2020,56.4159,2.619,7.36,1.16,1.05,5.66956591796875,1432.61,15.192
Kepler-386 b,1,0,2014,12.31043,1.39,2.51,0.77,0.82,5.66956591796875,882.462,15.6172
Kepler-386 c,1,0,2014,25.193458,1.58,3.12,0.77,0.82,5.66956591796875,882.462,15.6172
Kepler-387 b,1,0,2014,6.791636,1.03,1.08,1.05,0.82,5.66956591796875,801.052,13.9345
Kepler-387 c,1,0,2014,11.837549,0.89,0.64,1.05,0.82,5.66956591796875,801.052,13.9345
Kepler-388 b,1,0,2014,3.173315,0.81,0.457,0.59,0.64,5.66956591796875,425.0,15.0015
Kepler-388 c,1,0,2014,13.297004,0.86,0.566,0.59,0.64,5.66956591796875,425.0,15.0015
Kepler-389 b,1,0,2014,3.244107,1.51,2.89,0.79,0.81,5.66956591796875,816.559,15.7495
Kepler-389 c,1,0,2014,14.51143,1.46,2.73,0.79,0.81,5.66956591796875,816.559,15.7495
Kepler-39 b,1,0,2011,21.08721,13.9,6388.1,1.4,1.29,16.0,1057.41,14.2622
Kepler-390 b,2,0,2014,6.738088,0.82,0.477,0.78,0.86,5.66956591796875,435.277,13.9222
Kepler-390 c,2,0,2014,13.060022,0.79,0.418,0.78,0.86,5.66956591796875,435.277,13.9222
Kepler-391 b,1,0,2014,7.416755,3.2,10.3,3.57,1.03,5.66956591796875,869.236,12.984
Kepler-391 c,1,0,2014,20.485435,3.54,12.3,3.57,1.03,5.66956591796875,869.236,12.984
Kepler-392 b,1,0,2014,5.341853,1.0,0.972,1.13,1.07,5.66956591796875,681.428,13.4218
Kepler-392 c,1,0,2014,10.423118,1.1,1.37,1.13,1.07,5.66956591796875,681.428,13.4218
Kepler-393 b,1,0,2014,9.182417,1.29,2.21,1.38,1.21,5.66956591796875,881.404,13.1783
Kepler-393 c,1,0,2014,14.613612,1.33,2.33,1.38,1.21,5.66956591796875,881.404,13.1783
Kepler-394 b,1,0,2014,8.005013,1.6,3.19,1.13,1.13,5.66956591796875,1058.72,14.77
Kepler-394 c,1,0,2014,12.130686,1.66,3.39,1.13,1.13,5.66956591796875,1058.72,14.77
Kepler-394 d,1,0,2021,5.61358023,1.501,2.86,1.1,1.14,5.66956591796875,1058.72,14.77
Kepler-395 b,1,0,2014,7.054346,1.03,1.08,0.56,0.62,5.66956591796875,421.382,15.9585
Kepler-395 c,1,0,2014,34.989262,1.32,2.3,0.56,0.62,5.66956591796875,421.382,15.9585
Kepler-396 b,1,0,2013,42.994,3.5,75.5,1.06,0.85,5.66956591796875,223.757,11.8286
Kepler-396 c,1,0,2013,88.505,5.3,17.9,1.06,0.85,5.66956591796875,223.757,11.8286
Kepler-397 b,1,0,2014,22.250949,2.46,6.62,0.77,0.84,5.66956591796875,969.0,13.148
Kepler-397 c,1,0,2014,135.498527,6.18,31.6,0.77,0.84,5.66956591796875,969.0,13.148
Kepler-398 b,1,0,2014,4.081423,0.93,0.749,0.61,0.65,5.66956591796875,177.355,13.2351
Kepler-398 c,1,0,2014,11.419412,1.01,1.01,0.61,0.65,5.66956591796875,177.355,13.2351
Kepler-398 d,1,0,2016,6.83437001,0.88,0.615,0.67,0.72,5.66956591796875,177.355,13.2351
Kepler-399 b,1,0,2014,14.425281,0.96,0.84,0.68,0.9,5.66956591796875,740.537,14.5277
Kepler-399 c,1,0,2014,26.67569,1.43,2.63,0.68,0.9,5.66956591796875,740.537,14.5277
Kepler-399 d,1,0,2014,58.034616,1.89,4.23,0.68,0.9,5.66956591796875,740.537,14.5277
Kepler-4 b,1,0,2009,3.21346,4.002,24.472,1.49,1.22,2.2,487.916,12.1577
Kepler-40 b,1,0,2010,6.87349,13.11,699.2,2.13,1.48,9.0,2305.01,14.5591
Kepler-400 b,1,0,2014,9.024389,1.65,3.36,1.15,1.08,5.66956591796875,845.97,13.8395
Kepler-400 c,1,0,2014,17.340824,1.49,2.83,1.15,1.08,5.66956591796875,845.97,13.8395
Kepler-401 b,1,0,2014,14.383035,1.71,3.57,1.33,1.17,5.66956591796875,965.56,13.2865
Kepler-401 c,1,0,2014,47.318218,2.15,5.27,1.33,1.17,5.66956591796875,965.56,13.2865
Kepler-401 d,1,0,2016,184.256405,2.27,5.77,1.29,1.17,5.66956591796875,965.56,13.2865
Kepler-402 b,1,0,2014,4.028751,1.22,1.98,1.26,1.15,5.66956591796875,625.339,13.1917
Kepler-402 c,1,0,2014,6.124821,1.56,3.05,1.26,1.15,5.66956591796875,625.339,13.1917
Kepler-402 d,1,0,2014,8.921099,1.38,2.48,1.26,1.15,5.66956591796875,625.339,13.1917
Kepler-402 e,1,0,2014,11.242861,1.46,2.73,1.26,1.15,5.66956591796875,625.339,13.1917
Kepler-403 b,1,0,2014,7.031462,1.25,2.1,1.33,1.3,5.66956591796875,840.269,12.7598
Kepler-403 c,1,0,2014,54.280749,1.75,3.71,1.33,1.3,5.66956591796875,840.269,12.7598
Kepler-403 d,1,0,2016,13.61159129,1.42,2.6,1.45,1.25,5.66956591796875,840.269,12.7598
Kepler-404 b,1,0,2014,11.829851,1.27,2.15,0.88,0.93,5.66956591796875,812.524,15.1906
Kepler-404 c,1,0,2014,14.751166,1.72,3.61,0.88,0.93,5.66956591796875,812.524,15.1906
Kepler-405 b,1,0,2014,10.613839,2.08,4.98,0.89,0.91,5.66956591796875,1065.08,15.8023
Kepler-405 c,1,0,2014,29.726682,4.66,19.6,0.89,0.91,5.66956591796875,1065.08,15.8023
Kepler-406 b,1,0,2014,2.42629,1.43,6.35,1.07,1.07,0.4,364.03,12.4897
Kepler-406 c,1,0,2014,4.62332,0.85,2.71,1.07,1.07,0.4,364.03,12.4897
Kepler-407 b,1,0,2014,0.66931,1.07,3.2,1.01,1.0,2.0,338.368,12.5074
Kepler-407 c,1,0,2014,3000.0,12.3,4000.0,1.01,1.0,2.0,338.368,12.5074
Kepler-408 b,1,0,2014,2.46502,0.82,5.0,1.23,1.08,3.1,88.7832,8.6992
Kepler-409 b,1,0,2014,68.9583216,1.199,6.0,0.9,0.91,2.0,68.173,9.39109
Kepler-41 b,1,0,2011,1.8555582,14.46,177.98,1.29,1.15,6.0,1093.08,14.413
Kepler-410 A b,2,0,2013,17.833648,2.838,8.44,1.35,1.21,12.9,147.527,9.3748
Kepler-411 b,2,0,2013,3.005156,2.401,25.6,0.82,0.87,5.66956591796875,153.676,12.2327
Kepler-411 c,2,0,2016,7.834435,4.421,26.4,0.82,0.87,5.66956591796875,153.676,12.2327
Kepler-411 d,2,0,2018,58.02035,3.319,15.2,0.82,0.87,5.66956591796875,153.676,12.2327
Kepler-411 e,2,0,2018,31.509728,3.28,10.8,0.82,0.87,5.66956591796875,153.676,12.2327
Kepler-412 b,1,0,2014,1.7208604,15.031,299.07803,1.29,1.17,5.0,1086.24,14.2486
Kepler-413 b,2,0,2014,66.262,4.347,67.0,0.78,0.82,5.0,847.536,15.5943
Kepler-414 b,1,0,2014,4.7,1.71,3.5,0.95,0.89,6.1,413.46,13.321
Kepler-414 c,1,0,2014,7.171,3.01,29.9,0.95,0.89,6.1,413.46,13.321
Kepler-415 b,1,0,2014,4.176,1.21,119.9,0.64,0.67,5.66956591796875,530.487,15.841
Kepler-415 c,1,0,2014,8.708,2.01,4.7,0.64,0.67,5.66956591796875,530.487,15.841
Kepler-416 b,1,0,2014,6.319,2.48,58.2,1.07,1.0,5.66956591796875,690.819,14.0197
Kepler-416 c,1,0,2014,12.209,2.45,6.57,1.07,1.0,5.66956591796875,690.819,14.0197
Kepler-416 d,1,0,2023,3.07644709,1.61,3.22,1.02,0.95,5.66956591796875,690.819,14.0197
Kepler-417 b,1,0,2014,12.331,2.31,11.0,0.81,0.9,5.66956591796875,973.989,15.8658
Kepler-417 c,1,0,2014,15.943,2.69,7.7,0.81,0.9,5.66956591796875,973.989,15.8658
Kepler-418 b,1,0,2014,86.67856,13.45,349.61125,1.09,0.98,3.5,1002.53,14.649
Kepler-418 c,1,0,2021,12.21829987,5.221,23.7,1.08,0.96,3.5,1002.53,14.649
Kepler-419 b,1,0,2014,69.7546,10.8,794.5,1.74,1.39,14.41,1011.36,12.9642
Kepler-419 c,1,0,2014,675.47,12.6,2320.1,1.74,1.39,14.41,1011.36,12.9642
